Title,Genre,Release Year,Rating,Viewership,Region,Age Group,Subscription Type,Watch Time (min),Completion Rate (%)
Show 2327,Romance,2001,8.3,366911,North America,35-44,Basic,133,0.14
Show 2328,Action,2015,9.4,290356,North America,45-54,Premium,97.9,0.74
Show 2329,Documentary,2014,5.6,812069,Australia,45-54,Premium,107.6,0.43
Show 2330,Documentary,2012,9.6,836659,South America,35-44,Premium,34.5,0.84
Show 2331,Sci-Fi,2015,5.8,480629,Europe,45-54,Standard,144.7,0.43
Show 2332,Documentary,2016,4.5,911185,Australia,25-34,Standard,155.3,0.44
Show 2333,Sci-Fi,2020,8.6,125118,North America,35-44,Premium,122.9,0.8
Show 2334,Thriller,2006,5.4,743706,Africa,35-44,Basic,142.3,0.54
Show 2335,Action,2023,5.2,277028,Australia,25-34,Basic,108.4,0.9
Show 2336,Comedy,2016,5.4,121481,Africa,55-64,Premium,122.8,0.63
Show 2337,Romance,2006,8.6,73259,Africa,55-64,Standard,89.2,0.32
Show 2338,Comedy,2012,8.5,54810,Africa,55-64,Basic,148.8,0.61
Show 2339,Thriller,2004,4.6,134926,Asia,45-54,Basic,100.2,0.1
Show 2340,Romance,2016,4,534049,South America,25-34,Basic,132,0.38
Show 2341,Documentary,2002,5.4,995670,Europe,35-44,Standard,123.2,0.29
Show 2342,Drama,2006,6.2,787702,Europe,35-44,Premium,135.3,0.69
Show 2343,Thriller,2016,3.1,21375,North America,35-44,Standard,147.8,0.22
Show 2344,Thriller,2006,8.1,243117,Asia,45-54,Basic,106.9,0.36
Show 2345,Action,2020,5.4,947722,Australia,45-54,Premium,152,0.4
Show 2346,Comedy,2000,4,166637,Australia,65+,Standard,104.6,0.1
Show 2347,Thriller,2016,2,107654,Europe,55-64,Premium,173.5,0.14
Show 2348,Thriller,2016,3.1,824407,South America,65+,Basic,142.9,0.38
Show 2349,Documentary,2010,9.5,687433,Africa,65+,Standard,55.7,0.3
Show 2350,Documentary,2002,3.7,205798,North America,45-54,Premium,154.4,0.21
Show 2351,Romance,2014,2.5,137955,South America,55-64,Standard,112.7,0.24
Show 2352,Sci-Fi,2020,5.1,990926,Europe,55-64,Basic,177.7,0.85
Show 2353,Sci-Fi,2010,3.8,709989,Asia,35-44,Premium,137.8,0.71
Show 2354,Drama,2015,1.3,724530,North America,45-54,Basic,42.7,0.54
Show 2355,Sci-Fi,2021,3.9,79489,Europe,55-64,Premium,89.2,0.92
Show 2356,Action,2008,5.9,537669,Australia,65+,Basic,107.6,0.13
Show 2357,Drama,2023,6,945742,North America,25-34,Basic,155.9,0.41
Show 2358,Romance,2023,4.2,149867,Europe,25-34,Standard,139.4,0.84
Show 2359,Documentary,2000,5,67999,Australia,45-54,Basic,85.4,0.67
Show 2360,Sci-Fi,2021,9.7,317051,Australia,35-44,Standard,128,0.98
Show 2361,Comedy,2015,4.4,932142,Africa,35-44,Basic,116.5,0.95
Show 2362,Documentary,2008,3.3,861899,Asia,55-64,Basic,48.9,0.25
Show 2363,Action,2018,3.2,834055,Africa,45-54,Basic,65.2,0.97
Show 2364,Documentary,2011,5.1,698852,Europe,25-34,Premium,81.2,0.95
Show 2365,Action,2018,7.8,424627,South America,65+,Standard,59.3,0.44
Show 2366,Action,2021,2.9,902156,Africa,55-64,Premium,52.5,0.98
Show 2367,Action,2008,7.4,156606,South America,65+,Standard,38.7,0.13
Show 2368,Romance,2006,1.2,427397,Australia,55-64,Basic,161,0.69
Show 2369,Action,2013,4.8,370213,Europe,18-24,Premium,73.3,0.34
Show 2370,Action,2018,8,549284,Asia,65+,Standard,73.5,0.22
Show 2371,Comedy,2018,4,732449,South America,45-54,Basic,60.9,0.62
Show 2372,Drama,2001,6.1,110682,Europe,65+,Standard,101.3,0.38
Show 2373,Thriller,2008,2.8,350753,South America,65+,Standard,107.1,0.7
Show 2374,Drama,2012,7.7,514220,Africa,55-64,Basic,61.2,0.59
Show 2375,Action,2014,1.5,995170,Europe,25-34,Premium,121.3,0.45
Show 2376,Comedy,2002,8.7,689765,Africa,18-24,Basic,138.4,0.26
Show 2377,Documentary,2010,2.8,368634,North America,65+,Premium,86.1,0.64
Show 2378,Comedy,2020,8.9,787260,Europe,25-34,Standard,117.8,0.85
Show 2379,Action,2013,4.2,76325,South America,35-44,Standard,105.3,0.64
Show 2380,Comedy,2007,7.5,558218,North America,18-24,Standard,59.3,0.65
Show 2381,Sci-Fi,2017,3.9,381570,Africa,18-24,Premium,139.5,0.56
Show 2382,Comedy,2018,9.2,22529,Africa,55-64,Basic,150.2,0.45
Show 2383,Action,2015,2.1,582834,South America,65+,Premium,127.3,0.51
Show 2384,Romance,2001,2.6,275086,North America,35-44,Standard,78.6,0.99
Show 2385,Sci-Fi,2007,5.4,798980,Australia,55-64,Standard,169,0.77
Show 2386,Comedy,2021,1.7,906680,Asia,45-54,Basic,98.3,0.49
Show 2387,Thriller,2005,2.8,416512,South America,25-34,Premium,69.9,0.51
Show 2388,Thriller,2011,9.5,711376,Africa,25-34,Standard,91.2,0.55
Show 2389,Comedy,2014,9.8,627068,Europe,55-64,Premium,133.8,0.69
Show 2390,Romance,2007,4.4,267440,North America,25-34,Premium,156.9,0.52
Show 2391,Documentary,2003,9.3,72945,Australia,65+,Basic,83.5,0.72
Show 2392,Action,2014,5.9,64980,Asia,25-34,Basic,64.9,0.4
Show 2393,Thriller,2019,3.4,848214,Europe,65+,Standard,124,0.47
Show 2394,Documentary,2016,7.3,170301,North America,45-54,Basic,168.2,0.88
Show 2395,Comedy,2012,6.9,625670,Australia,35-44,Premium,57.5,0.4
Show 2396,Documentary,2017,9.9,58444,South America,18-24,Basic,150.5,0.97
Show 2397,Sci-Fi,2001,3.4,302180,Australia,55-64,Premium,101.5,0.26
Show 2398,Drama,2012,7,513898,South America,55-64,Standard,149.9,0.32
Show 2399,Thriller,2012,1.5,265186,North America,65+,Premium,105.8,0.52
Show 2400,Comedy,2021,2,830754,Australia,45-54,Basic,86.6,0.82
Show 2401,Action,2014,1,687527,Asia,45-54,Basic,134.5,0.76
Show 2402,Romance,2019,10,843099,Australia,18-24,Standard,165.1,0.26
Show 2403,Sci-Fi,2009,8.2,623815,North America,35-44,Basic,78,0.31
Show 2404,Comedy,2002,8.1,88337,Europe,55-64,Standard,99.1,0.62
Show 2405,Action,2018,5.6,318612,Europe,65+,Standard,64.4,0.37
Show 2406,Romance,2002,3.7,77894,Australia,45-54,Basic,57.5,0.48
Show 2407,Romance,2021,2.4,451300,Australia,55-64,Premium,146.7,0.54
Show 2408,Comedy,2013,3.6,592426,South America,65+,Standard,60.1,0.63
Show 2409,Sci-Fi,2007,4.4,289732,North America,25-34,Premium,149,0.33
Show 2410,Documentary,2022,7.8,854333,South America,55-64,Basic,94.4,0.25
Show 2411,Documentary,2003,5.9,415887,Asia,35-44,Premium,179.3,0.46
Show 2412,Romance,2019,1.7,88038,Europe,65+,Premium,59.6,0.17
Show 2413,Documentary,2010,1.2,429861,Africa,35-44,Premium,43.9,0.57
Show 2414,Drama,2010,1.9,667997,Africa,55-64,Premium,41.3,0.86
Show 2415,Romance,2010,4.7,923164,North America,25-34,Basic,155.3,0.21
Show 2416,Romance,2001,9.4,374355,North America,35-44,Basic,95.7,0.2
Show 2417,Action,2016,6.7,798354,Africa,45-54,Premium,30.5,0.17
Show 2418,Documentary,2008,8.2,622985,North America,65+,Basic,161.2,0.86
Show 2419,Sci-Fi,2001,5.2,180793,Europe,55-64,Basic,161.5,0.17
Show 2420,Romance,2023,4.3,455472,Asia,25-34,Standard,151,0.99
Show 2421,Sci-Fi,2014,2,781385,Asia,45-54,Basic,67.2,0.42
Show 2422,Drama,2015,8.9,908649,South America,55-64,Premium,85.9,0.4
Show 2423,Action,2003,8,860938,Europe,25-34,Basic,141.7,0.18
Show 2424,Comedy,2007,2.5,205015,North America,45-54,Basic,103.4,0.63
Show 2425,Sci-Fi,2008,5.6,129338,North America,35-44,Basic,53.1,0.63
Show 2426,Romance,2004,5.4,32843,South America,55-64,Basic,66.4,0.54
Show 2427,Drama,2015,6.6,669406,South America,55-64,Standard,175.9,0.38
Show 2428,Thriller,2012,9.5,986489,North America,35-44,Premium,52.7,0.43
Show 2429,Drama,2006,6.2,370208,North America,18-24,Premium,138.9,0.39
Show 2430,Drama,2019,5.9,232997,Europe,45-54,Basic,101.7,0.48
Show 2431,Action,2016,1.5,131417,South America,35-44,Basic,142.3,0.41
Show 2432,Comedy,2002,1.6,121585,Europe,55-64,Standard,129.2,0.71
Show 2433,Thriller,2004,2.7,559634,Australia,45-54,Basic,95.9,0.37
Show 2434,Documentary,2018,1.3,224356,North America,45-54,Standard,83.1,0.42
Show 2435,Documentary,2011,7.7,390296,Africa,18-24,Premium,143.2,0.49
Show 2436,Sci-Fi,2006,7.5,903201,Africa,55-64,Premium,78.5,0.1
Show 2437,Drama,2008,2.2,631679,Australia,25-34,Standard,148.2,0.54
Show 2438,Action,2005,8.5,489600,North America,18-24,Premium,132,0.33
Show 2439,Action,2016,2.4,451742,South America,18-24,Basic,116.7,0.15
Show 2440,Documentary,2015,3.7,864575,Africa,25-34,Basic,85.3,0.92
Show 2441,Sci-Fi,2022,3.2,828219,South America,25-34,Standard,60.8,0.39
Show 2442,Sci-Fi,2002,4.4,825015,Africa,18-24,Premium,136.6,0.48
Show 2443,Sci-Fi,2020,3.3,148635,South America,45-54,Premium,43.7,0.84
Show 2444,Thriller,2003,5.4,182132,Africa,35-44,Standard,175.6,0.25
Show 2445,Comedy,2009,4.7,265609,South America,35-44,Standard,176.8,0.87
Show 2446,Thriller,2004,9.9,651231,Australia,18-24,Premium,49.5,0.32
Show 2447,Romance,2020,1.5,774822,Europe,45-54,Standard,45.6,0.63
Show 2448,Romance,2021,2.3,694050,South America,25-34,Basic,91.9,0.72
Show 2449,Comedy,2009,1.5,378377,Europe,65+,Premium,174.6,0.91
Show 2450,Documentary,2011,6.6,230784,Europe,18-24,Standard,90,0.65
Show 2451,Comedy,2009,1.5,19925,North America,55-64,Standard,84.6,0.51
Show 2452,Action,2012,8.5,747147,Australia,45-54,Standard,135.5,0.62
Show 2453,Romance,2010,5.6,88184,Europe,55-64,Premium,56.8,0.28
Show 2454,Drama,2021,5.7,942612,Asia,55-64,Basic,84.5,0.72
Show 2455,Drama,2015,6.1,605803,Europe,18-24,Basic,73.7,0.27
Show 2456,Documentary,2007,2.5,204330,South America,45-54,Premium,120.2,0.6
Show 2457,Action,2007,2.8,665715,Europe,55-64,Standard,54.4,0.68
Show 2458,Thriller,2007,3.9,313213,South America,45-54,Premium,112.3,0.91
Show 2459,Action,2012,6.3,754695,South America,35-44,Premium,158.6,0.51
Show 2460,Drama,2001,2.9,105854,Asia,65+,Standard,107.1,0.8
Show 2461,Drama,2011,2,845903,Europe,55-64,Premium,132.5,0.25
Show 2462,Romance,2009,9.7,299849,Europe,55-64,Basic,41.3,0.24
Show 2463,Action,2011,1.2,179981,Africa,45-54,Premium,97.4,0.57
Show 2464,Action,2010,8.2,224678,Africa,65+,Standard,44.2,0.64
Show 2465,Drama,2014,8.1,133501,North America,35-44,Premium,119.9,0.67
Show 2466,Thriller,2015,3.7,121361,South America,55-64,Basic,72.2,0.77
Show 2467,Documentary,2016,2.2,189811,Asia,18-24,Premium,73.1,0.37
Show 2468,Sci-Fi,2001,2.3,212892,Africa,45-54,Premium,41.5,0.66
Show 2469,Documentary,2017,7.3,616561,Europe,45-54,Premium,76.5,0.27
Show 2470,Action,2011,6.8,290385,North America,55-64,Premium,106,0.3
Show 2471,Documentary,2018,8,425630,Asia,35-44,Standard,117.7,0.16
Show 2472,Drama,2022,9.4,55818,Australia,55-64,Basic,40,0.77
Show 2473,Drama,2017,7.2,156967,Europe,25-34,Basic,127.7,0.56
Show 2474,Action,2016,2.4,359451,Europe,55-64,Basic,103.3,0.31
Show 2475,Action,2005,3.2,198481,Australia,65+,Premium,110.5,0.6
Show 2476,Sci-Fi,2014,8.6,453540,South America,65+,Basic,154.9,0.42
Show 2477,Sci-Fi,2002,2.9,334064,South America,25-34,Standard,81.3,0.85
Show 2478,Romance,2005,1.7,451771,Africa,65+,Premium,56.1,0.58
Show 2479,Action,2002,7.3,123642,Africa,65+,Premium,112.8,0.13
Show 2480,Thriller,2000,4.6,332597,Europe,18-24,Basic,171.8,0.99
Show 2481,Documentary,2012,9.3,814121,Europe,45-54,Premium,107.7,0.17
Show 2482,Action,2020,6.9,200428,Africa,65+,Premium,154.8,0.73
Show 2483,Comedy,2013,1.8,753371,Australia,45-54,Basic,143.6,0.49
Show 2484,Romance,2012,9.5,406468,Africa,35-44,Standard,107.7,0.32
Show 2485,Comedy,2003,3.3,822276,Europe,55-64,Standard,127.1,0.71
Show 2486,Drama,2006,4,100687,Asia,18-24,Basic,91,0.21
Show 2487,Sci-Fi,2021,4.6,503758,Europe,25-34,Standard,109.6,0.87
Show 2488,Documentary,2009,1.5,814797,Asia,35-44,Standard,106.1,0.33
Show 2489,Action,2006,5.5,666386,Asia,18-24,Standard,136.4,0.43
Show 2490,Comedy,2020,2.1,889735,Europe,18-24,Premium,91.5,0.67
Show 2491,Documentary,2014,4.6,295667,North America,25-34,Premium,45,0.1
Show 2492,Drama,2014,4.2,519513,Africa,25-34,Premium,148.3,0.53
Show 2493,Sci-Fi,2003,8,146554,South America,45-54,Standard,132.7,0.9
Show 2494,Thriller,2022,8.2,117105,Europe,55-64,Premium,172.5,0.71
Show 2495,Romance,2022,2.4,840320,Asia,35-44,Standard,94.3,0.45
Show 2496,Documentary,2005,4.3,643172,Europe,55-64,Basic,41.7,0.69
Show 2497,Documentary,2023,4.4,636256,Africa,35-44,Standard,48.2,0.94
Show 2498,Thriller,2019,2.4,841542,Australia,18-24,Premium,146,0.27
Show 2499,Documentary,2004,8.2,751004,Asia,65+,Standard,40.2,0.58
Show 2500,Drama,2019,7.4,398709,South America,65+,Premium,166.2,0.31
Show 2501,Drama,2011,2.7,454410,South America,25-34,Premium,72.2,0.87
Show 2502,Thriller,2000,4.3,611289,South America,25-34,Basic,164.8,0.75
Show 2503,Romance,2007,2,44767,Australia,18-24,Basic,146,0.82
Show 2504,Action,2000,6.7,558838,North America,18-24,Premium,160.7,0.95
Show 2505,Comedy,2004,2.1,529261,Asia,35-44,Standard,62.1,0.31
Show 2506,Action,2021,9.9,149905,Australia,18-24,Basic,119.4,0.14
Show 2507,Documentary,2005,8,139042,Asia,35-44,Basic,44,0.36
Show 2508,Comedy,2020,4.5,627603,Australia,55-64,Premium,60.3,0.46
Show 2509,Thriller,2002,6.2,100494,Australia,25-34,Standard,76.5,0.66
Show 2510,Thriller,2014,9.2,656712,North America,25-34,Basic,141.1,0.82
Show 2511,Romance,2004,6,905287,Asia,65+,Basic,33.7,0.41
Show 2512,Comedy,2023,2.6,87681,Australia,65+,Standard,165.5,0.53
Show 2513,Drama,2013,4.4,892921,North America,25-34,Basic,40.6,0.81
Show 2514,Comedy,2017,8.6,709537,Europe,55-64,Standard,86.5,0.3
Show 2515,Documentary,2015,6.8,989846,Africa,55-64,Premium,42.2,0.3
Show 2516,Drama,2005,6.9,921978,Australia,45-54,Basic,145.3,0.63
Show 2517,Sci-Fi,2023,8.8,257411,South America,35-44,Premium,51.2,0.49
Show 2518,Sci-Fi,2013,9,993704,North America,65+,Standard,162.7,0.95
Show 2519,Sci-Fi,2023,9.3,721861,North America,35-44,Premium,109.5,0.42
Show 2520,Thriller,2007,1.9,558188,Australia,65+,Premium,172.3,0.78
Show 2521,Comedy,2006,5.9,19126,North America,45-54,Premium,73.6,0.62
Show 2522,Sci-Fi,2007,7.7,640486,Europe,25-34,Standard,98.1,0.15
Show 2523,Action,2012,7.8,731050,North America,35-44,Standard,134.1,0.18
Show 2524,Romance,2005,6.5,748104,Africa,65+,Standard,154.8,0.28
Show 2525,Action,2017,2.5,346447,Africa,35-44,Standard,93.2,0.23
Show 2526,Sci-Fi,2001,8.2,221651,South America,25-34,Standard,163.9,0.4
Show 2527,Romance,2007,7.5,970498,Europe,18-24,Basic,47.7,0.62
Show 2528,Documentary,2010,1.8,334205,Africa,65+,Basic,136.3,0.64
Show 2529,Action,2000,5.2,497280,Australia,18-24,Basic,82.2,0.63
Show 2530,Comedy,2021,2.6,21978,Asia,45-54,Premium,45.2,0.21
Show 2531,Comedy,2005,4,585632,Asia,55-64,Premium,88,0.64
Show 2532,Action,2015,1.2,313792,Asia,35-44,Standard,162,0.47
Show 2533,Sci-Fi,2019,4.6,268199,Australia,65+,Standard,177.1,0.91
Show 2534,Comedy,2011,5.9,80582,North America,35-44,Basic,88.9,0.92
Show 2535,Documentary,2010,6.6,237459,Australia,45-54,Standard,163,0.79
Show 2536,Drama,2009,7,610502,North America,45-54,Premium,106.4,0.73
Show 2537,Sci-Fi,2002,8.5,443092,Asia,35-44,Standard,137.6,0.2
Show 2538,Documentary,2012,2.9,516579,South America,65+,Basic,36.8,0.18
Show 2539,Romance,2002,2.1,752520,South America,25-34,Standard,113.6,0.86
Show 2540,Documentary,2014,8.7,899386,North America,25-34,Premium,40.5,0.48
Show 2541,Sci-Fi,2015,2.4,568013,Asia,55-64,Basic,70.3,0.51
Show 2542,Romance,2012,9.8,403471,Australia,35-44,Standard,115,0.86
Show 2543,Sci-Fi,2016,8.6,473163,South America,35-44,Premium,151.1,0.66
Show 2544,Comedy,2002,5.5,844812,North America,65+,Basic,114.1,0.26
Show 2545,Drama,2019,9.8,775008,Australia,35-44,Basic,170.4,0.29
Show 2546,Sci-Fi,2010,1.9,582621,Asia,65+,Premium,151.5,0.11
Show 2547,Sci-Fi,2020,3.7,309603,Europe,35-44,Standard,53.4,0.74
Show 2548,Comedy,2018,6.7,907950,Asia,45-54,Standard,88.3,0.54
Show 2549,Thriller,2021,4.2,791198,Asia,18-24,Standard,130.3,0.95
Show 2550,Comedy,2010,9.4,303307,Australia,35-44,Basic,170.8,0.74
Show 2551,Romance,2015,1.6,170043,Australia,18-24,Basic,178.2,0.19
Show 2552,Comedy,2020,5.9,494987,Africa,25-34,Standard,144.5,0.25
Show 2553,Comedy,2002,6.3,725509,Africa,55-64,Basic,116.1,0.55
Show 2554,Drama,2021,6.9,351874,Australia,25-34,Basic,143.5,0.93
Show 2555,Comedy,2005,3.3,286620,Australia,35-44,Premium,71,0.32
Show 2556,Sci-Fi,2013,4.3,335724,Europe,65+,Standard,72.5,0.84
Show 2557,Drama,2023,8.6,256831,Europe,25-34,Standard,128.2,0.38
Show 2558,Action,2017,2.8,897008,Asia,45-54,Standard,160.8,0.34
Show 2559,Thriller,2016,8.4,353737,South America,18-24,Basic,175.5,0.91
Show 2560,Drama,2003,6.1,729410,Europe,65+,Basic,81.2,0.14
Show 2561,Romance,2022,7.9,211598,Asia,65+,Basic,149.5,0.69
Show 2562,Action,2014,7.4,502712,North America,35-44,Standard,157.7,0.14
Show 2563,Drama,2010,2.9,900503,Africa,45-54,Basic,123.5,0.82
Show 2564,Drama,2002,6.1,644120,South America,18-24,Standard,82.1,0.85
Show 2565,Thriller,2002,8.8,405723,Asia,45-54,Basic,122.9,0.9
Show 2566,Sci-Fi,2015,4.9,468609,Australia,25-34,Standard,117.7,0.27
Show 2567,Romance,2004,9.7,672478,North America,35-44,Premium,121,0.21
Show 2568,Documentary,2020,5.1,186601,Africa,65+,Basic,122.9,0.55
Show 2569,Documentary,2009,2.3,73682,North America,65+,Standard,157.1,0.34
Show 2570,Drama,2018,4.5,228009,Asia,25-34,Premium,55.5,0.65
Show 2571,Comedy,2003,9.6,452392,Europe,65+,Premium,85.1,0.56
Show 2572,Romance,2018,3.9,251553,Africa,55-64,Basic,117.9,0.23
Show 2573,Action,2010,8.8,358857,North America,35-44,Standard,72.5,0.77
Show 2574,Comedy,2001,8.9,371204,Europe,25-34,Basic,176.7,0.82
Show 2575,Comedy,2009,4.2,664774,South America,35-44,Premium,69.5,0.97
Show 2576,Romance,2010,1.7,88030,Asia,18-24,Basic,100.4,0.46
Show 2577,Sci-Fi,2019,7.5,125360,Asia,35-44,Standard,161.6,0.4
Show 2578,Drama,2015,3.8,877405,Africa,35-44,Premium,42,0.27
Show 2579,Drama,2018,8,984641,North America,18-24,Basic,153.1,0.26
Show 2580,Drama,2022,5,664297,South America,25-34,Basic,115.7,0.39
Show 2581,Drama,2023,5.4,828163,Australia,35-44,Basic,34.8,0.98
Show 2582,Documentary,2010,8,699025,Africa,45-54,Basic,165.4,0.18
Show 2583,Drama,2013,4.4,472726,Australia,35-44,Basic,35.9,0.33
Show 2584,Documentary,2001,5,510897,Africa,25-34,Premium,107.3,0.18
Show 2585,Documentary,2022,4.4,940004,North America,65+,Premium,37.4,0.35
Show 2586,Sci-Fi,2004,4.3,119360,South America,18-24,Standard,40.7,0.18
Show 2587,Drama,2004,5.7,268894,North America,65+,Basic,163.1,0.56
Show 2588,Thriller,2018,8.3,594306,Asia,25-34,Standard,144.9,0.49
Show 2589,Action,2020,4.3,402243,Australia,55-64,Premium,59.5,0.26
Show 2590,Comedy,2011,5.7,770192,Europe,65+,Basic,123.1,0.26
Show 2591,Documentary,2017,7,141817,Asia,35-44,Standard,149.2,0.66
Show 2592,Romance,2003,3.4,197803,Asia,35-44,Basic,163.4,0.45
Show 2593,Romance,2021,3.5,616272,Australia,18-24,Basic,100.2,0.15
Show 2594,Action,2016,9.4,899415,Africa,35-44,Standard,164.6,0.93
Show 2595,Romance,2009,7.5,819883,Asia,45-54,Premium,106.2,0.46
Show 2596,Thriller,2019,6.2,360887,South America,45-54,Standard,133.2,0.63
Show 2597,Romance,2005,6.8,862906,Asia,65+,Standard,176.9,0.9
Show 2598,Comedy,2013,1.3,721896,South America,25-34,Standard,65.4,0.46
Show 2599,Comedy,2010,6.6,17150,North America,18-24,Basic,55.3,0.84
Show 2600,Documentary,2010,5.6,804838,Africa,55-64,Premium,81.3,0.92
Show 2601,Drama,2017,5.9,155853,South America,65+,Premium,54.7,0.26
Show 2602,Sci-Fi,2022,4.2,193489,Asia,25-34,Basic,72.6,0.9
Show 2603,Thriller,2021,1.7,907479,Africa,18-24,Premium,141.4,0.21
Show 2604,Documentary,2017,2.7,915403,Africa,18-24,Standard,101.6,0.35
Show 2605,Thriller,2023,9.6,894589,South America,65+,Premium,86.3,0.83
Show 2606,Drama,2022,4.7,547613,South America,25-34,Basic,85.3,0.91
Show 2607,Romance,2010,5.2,204756,Europe,25-34,Premium,59.2,0.72
Show 2608,Romance,2020,1.5,885847,Europe,35-44,Basic,97.1,0.19
Show 2609,Sci-Fi,2011,1.3,512763,Africa,55-64,Standard,123.7,0.57
Show 2610,Drama,2004,7.5,733829,Australia,45-54,Basic,50.9,0.62
Show 2611,Documentary,2022,5.8,931940,Australia,35-44,Premium,175.9,0.35
Show 2612,Sci-Fi,2008,5.6,22669,Europe,18-24,Standard,96.5,0.99
Show 2613,Drama,2008,3.2,918817,Asia,55-64,Premium,172.2,0.4
Show 2614,Action,2021,7.7,339154,North America,55-64,Basic,50.2,0.29
Show 2615,Comedy,2009,2.5,511199,Africa,25-34,Standard,145.1,0.2
Show 2616,Sci-Fi,2021,2.7,212836,North America,55-64,Basic,122.6,0.44
Show 2617,Sci-Fi,2018,5.1,497290,Europe,65+,Premium,153,0.72
Show 2618,Documentary,2000,3.6,137915,South America,55-64,Basic,120.1,0.31
Show 2619,Thriller,2006,3.2,201681,Africa,18-24,Premium,174.4,0.79
Show 2620,Action,2003,6.8,580100,Europe,65+,Premium,124,0.22
Show 2621,Documentary,2000,6.9,807491,Asia,65+,Standard,147.7,0.5
Show 2622,Drama,2014,8.4,353413,Africa,35-44,Standard,161.6,0.73
Show 2623,Drama,2007,4.8,782150,Africa,55-64,Basic,137.2,0.22
Show 2624,Drama,2011,1.7,176840,Australia,25-34,Premium,108.6,0.64
Show 2625,Drama,2021,3.5,30395,South America,35-44,Premium,70.9,0.82
Show 2626,Thriller,2021,9.8,287346,Africa,25-34,Standard,158.2,0.64
Show 2627,Action,2017,6.4,935777,South America,55-64,Standard,102.1,0.56
Show 2628,Romance,2014,7.4,971393,Europe,35-44,Standard,123.1,0.85
Show 2629,Comedy,2016,1.1,234707,Asia,55-64,Standard,41.9,0.99
Show 2630,Thriller,2013,5.7,776469,Asia,18-24,Basic,104.6,0.26
Show 2631,Thriller,2013,1.3,733408,Africa,35-44,Basic,134.7,0.72
Show 2632,Romance,2017,6.1,229839,Africa,25-34,Basic,117.6,0.17
Show 2633,Romance,2019,9.3,224882,Europe,18-24,Basic,97.3,0.14
Show 2634,Comedy,2017,9.7,632523,Australia,45-54,Standard,63.5,0.35
Show 2635,Comedy,2015,5.9,574798,Australia,25-34,Basic,76.5,0.97
Show 2636,Romance,2000,5.1,617233,Australia,55-64,Basic,135.1,0.6
Show 2637,Drama,2022,9.5,247802,South America,25-34,Basic,63.6,0.34
Show 2638,Thriller,2010,7.1,779456,Australia,45-54,Standard,123.3,0.22
Show 2639,Documentary,2014,1.6,862081,Asia,25-34,Premium,118.5,0.93
Show 2640,Comedy,2011,5.2,898155,South America,18-24,Standard,175.6,0.43
Show 2641,Comedy,2007,3.2,532169,Europe,65+,Premium,39.1,0.38
Show 2642,Romance,2021,5.2,837345,Asia,25-34,Premium,46.2,0.87
Show 2643,Action,2019,5.1,641148,Asia,35-44,Basic,105.9,0.64
Show 2644,Documentary,2005,6.2,876217,North America,45-54,Basic,109.1,0.25
Show 2645,Documentary,2002,4.2,463253,Europe,25-34,Basic,36,0.48
Show 2646,Comedy,2023,2.5,853889,Europe,45-54,Standard,153.9,0.94
Show 2647,Drama,2012,5.5,171415,North America,65+,Standard,104.2,0.91
Show 2648,Action,2012,8.5,460605,South America,18-24,Basic,82,0.16
Show 2649,Documentary,2001,7,476466,Australia,35-44,Standard,77.8,0.34
Show 2650,Comedy,2004,4,144728,Australia,55-64,Standard,159.2,0.24
Show 2651,Documentary,2016,9.4,272885,Australia,25-34,Premium,59.5,0.58
Show 2652,Sci-Fi,2005,9.2,152733,Australia,18-24,Standard,54.1,0.77
Show 2653,Action,2001,2.9,888523,Australia,45-54,Premium,62,0.37
Show 2654,Action,2003,1.4,820122,North America,65+,Basic,123.8,0.78
Show 2655,Sci-Fi,2021,7.7,299977,Europe,45-54,Standard,151.6,0.7
Show 2656,Thriller,2010,8.4,631854,South America,65+,Premium,79.6,0.76
Show 2657,Sci-Fi,2007,9.7,76240,Asia,65+,Standard,56,0.95
Show 2658,Romance,2011,9,636186,Australia,18-24,Premium,61.4,0.48
Show 2659,Romance,2007,6.4,344855,North America,25-34,Premium,122.9,0.41
Show 2660,Comedy,2010,5.8,979645,South America,55-64,Standard,66.9,0.72
Show 2661,Action,2021,1.3,214304,South America,25-34,Basic,161.6,0.83
Show 2662,Thriller,2019,3.2,830455,South America,35-44,Premium,45.6,0.27
Show 2663,Thriller,2007,5.1,831641,North America,25-34,Basic,34.9,0.86
Show 2664,Documentary,2007,6.7,360734,Asia,65+,Standard,43.3,0.15
Show 2665,Documentary,2016,6,878044,Australia,65+,Standard,156.8,0.11
Show 2666,Sci-Fi,2019,7.7,85522,South America,35-44,Basic,127.7,0.24
Show 2667,Thriller,2019,3.5,378798,North America,45-54,Standard,173.7,0.98
Show 2668,Sci-Fi,2022,6.1,674800,Europe,65+,Premium,80.4,0.57
Show 2669,Sci-Fi,2015,1.8,124107,North America,35-44,Basic,61.9,0.14
Show 2670,Documentary,2013,4.7,406176,North America,65+,Standard,114.3,1
Show 2671,Action,2010,7.8,27462,North America,55-64,Standard,110.7,0.77
Show 2672,Sci-Fi,2006,7.2,809253,South America,65+,Basic,118.7,0.85
Show 2673,Drama,2015,9.9,980276,North America,18-24,Premium,82.1,0.29
Show 2674,Action,2012,3.5,425474,Europe,35-44,Basic,30.9,0.19
Show 2675,Thriller,2014,5.5,97889,South America,25-34,Standard,35.3,0.56
